instrument_id,venue,ts_event,trade_id,event_seq,price,quantity,aggressor_side,trade_condition,buyer_id,seller_id
AAPL.P.XNAS,XNAS,2025-09-16 13:30:00.000,T00000000,0,180.46,14,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:00.900,T00000001,1,178.42000000000002,27,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:01.400,T00000002,2,178.98,26,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:01.500,T00000003,3,178.53,16,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:01.600,T00000004,4,178.81,18,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:02.200,T00000005,5,180.23,32,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:04.400,T00000006,6,178.99,13,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:04.800,T00000007,7,177.18,14,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:05.400,T00000008,8,181.57,28,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:06.500,T00000009,9,181.20000000000002,20,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:09.300,T00000010,10,185.78,15,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:09.400,T00000011,11,186.42000000000002,14,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:09.700,T00000012,12,184.99,8,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:11.500,T00000013,13,179.72,31,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:12.000,T00000014,14,178.59,56,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:13.500,T00000015,15,183.79,20,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:14.300,T00000016,16,187.26,18,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:17.500,T00000017,17,189.6,6,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:17.900,T00000018,18,188.33,33,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:18.200,T00000019,19,186.69,32,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:21.300,T00000020,20,182.05,84,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:21.600,T00000021,21,182.92000000000002,14,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:22.600,T00000022,22,182.72,16,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:25.300,T00000023,23,184.73,11,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:27.500,T00000024,24,183.36,44,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:29.100,T00000025,25,187.46,8,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:29.300,T00000026,26,186.74,18,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:29.700,T00000027,27,185.3,24,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:30.100,T00000028,28,186.53,15,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:30.500,T00000029,29,182.9,13,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:30.700,T00000030,30,185.8,14,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:31.600,T00000031,31,184.23,39,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:32.100,T00000032,32,185.8,112,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:32.500,T00000033,33,190.04999999999998,22,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:32.900,T00000034,34,190.16,20,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:33.200,T00000035,35,189.81,31,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:33.500,T00000036,36,188.68,12,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:34.800,T00000037,37,185.8,50,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:36.400,T00000038,38,176.97,53,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:37.400,T00000039,39,173.3,33,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:37.500,T00000040,40,174.19,12,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:37.800,T00000041,41,174.54,78,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:38.200,T00000042,42,173.06,56,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:38.300,T00000043,43,171.65,10,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:40.100,T00000044,44,167.82,105,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:42.100,T00000045,45,169.76,29,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:42.700,T00000046,46,172.11,46,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:44.100,T00000047,47,169.27,14,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:44.500,T00000048,48,166.21,22,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:44.900,T00000049,49,166.86,24,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:47.100,T00000050,50,170.32,12,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:47.600,T00000051,51,169.98,12,B,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:48.000,T00000052,52,169.62,54,S,,,
AAPL.P.XNAS,XNAS,2025-09-16 13:30:50.100,T00000053,53,171.61,20,S,,,
