instrument_id,venue,ts_event,trade_id,event_seq,price,quantity,aggressor_side,trade_condition,buyer_id,seller_id
SPY.P.ARCA,ARCA,2025-09-15 13:30:01.100,T00000000,0,448.06,21,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:01.700,T00000001,1,446.13,46,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:02.600,T00000002,2,442.18,17,B,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:03.300,T00000003,3,434.83,22,B,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:05.500,T00000004,4,434.13,12,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:07.500,T00000005,5,435.26,27,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:08.500,T00000006,6,434.01,23,B,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:09.100,T00000007,7,439.32,91,B,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:09.600,T00000008,8,438.67,25,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:10.500,T00000009,9,440.64,12,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:11.500,T00000010,10,446.78000000000003,23,B,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:12.700,T00000011,11,449.8,84,B,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:13.300,T00000012,12,446.56,10,B,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:13.400,T00000013,13,446.36,12,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:14.100,T00000014,14,445.41,12,B,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:14.300,T00000015,15,446.27,12,B,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:16.000,T00000016,16,443.51,16,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:16.200,T00000017,17,445.39,18,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:16.500,T00000018,18,445.06,49,B,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:17.500,T00000019,19,449.04,77,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:18.100,T00000020,20,450.73,23,B,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:18.500,T00000021,21,452.18,11,B,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:20.900,T00000022,22,455.42,42,B,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:21.300,T00000023,23,454.62,15,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:24.000,T00000024,24,446.11,12,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:27.900,T00000025,25,452.67,105,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:28.000,T00000026,26,454.53000000000003,29,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:29.500,T00000027,27,447.44,143,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:29.600,T00000028,28,444.65000000000003,40,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:31.600,T00000029,29,438.6,54,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:32.400,T00000030,30,444.38,34,B,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:34.000,T00000031,31,446.42,50,B,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:35.500,T00000032,32,451.11,10,B,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:35.800,T00000033,33,452.23,15,B,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:36.700,T00000034,34,453.3,15,B,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:37.800,T00000035,35,452.18,11,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:39.000,T00000036,36,452.31,48,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:39.300,T00000037,37,450.69,18,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:39.400,T00000038,38,451.17,16,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:39.800,T00000039,39,451.47,15,B,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:40.900,T00000040,40,459.66,77,B,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:43.900,T00000041,41,455.45,20,B,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:45.600,T00000042,42,459.19,24,B,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:46.100,T00000043,43,453.09000000000003,12,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:47.300,T00000044,44,452.02000000000004,13,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:48.900,T00000045,45,446.08,22,S,,,
SPY.P.ARCA,ARCA,2025-09-15 13:30:49.400,T00000046,46,448.96000000000004,84,B,,,
